GpuFreq=control_disabled
Rank, world size, device count: 0, 4, 4
Distributed package available...[OK]
NCCL backend available...[OK]
Process group initialized successfully...[OK]
nccl backend used...[OK]
Epoch: 001/100 | Batch 0000/0043 | Averaged Loss: 2.3022
Epoch: 001/100 | Batch 0028/0043 | Averaged Loss: 2.3011
Epoch: 001/100 | Batch 0029/0043 | Averaged Loss: 2.3013
Epoch: 001/100 | Batch 0030/0043 | Averaged Loss: 2.3010
Epoch: 001/100 | Batch 0031/0043 | Averaged Loss: 2.3015
Epoch: 001/100 | Batch 0032/0043 | Averaged Loss: 2.3006
Epoch: 001/100 | Batch 0033/0043 | Averaged Loss: 2.3012
Epoch: 001/100 | Batch 0034/0043 | Averaged Loss: 2.3006
Epoch: 001/100 | Batch 0035/0043 | Averaged Loss: 2.3005
Epoch: 001/100 | Batch 0036/0043 | Averaged Loss: 2.2985
Epoch: 001/100 | Batch 0037/0043 | Averaged Loss: 2.3006
Epoch: 001/100 | Batch 0038/0043 | Averaged Loss: 2.2992
Epoch: 001/100 | Batch 0039/0043 | Averaged Loss: 2.2984
Epoch: 001/100 | Batch 0040/0043 | Averaged Loss: 2.2969
Epoch: 001/100 | Batch 0041/0043 | Averaged Loss: 2.2976
Epoch: 001/100 | Batch 0042/0043 | Averaged Loss: 2.2994
Epoch: 001/100 | Train: 9.99% | Validation: 9.81%
Time elapsed: 0.19594338536262512 min
Epoch: 002/100 | Batch 0000/0043 | Averaged Loss: 2.2964
Epoch: 002/100 | Batch 0001/0043 | Averaged Loss: 2.2938
Epoch: 002/100 | Batch 0002/0043 | Averaged Loss: 2.2946
Epoch: 002/100 | Batch 0003/0043 | Averaged Loss: 2.2956
Epoch: 002/100 | Batch 0004/0043 | Averaged Loss: 2.2921
Epoch: 002/100 | Batch 0005/0043 | Averaged Loss: 2.2860
Epoch: 002/100 | Batch 0006/0043 | Averaged Loss: 2.2861
Epoch: 002/100 | Batch 0007/0043 | Averaged Loss: 2.2871
Epoch: 002/100 | Batch 0008/0043 | Averaged Loss: 2.2836
Epoch: 002/100 | Batch 0009/0043 | Averaged Loss: 2.2769
Epoch: 002/100 | Batch 0010/0043 | Averaged Loss: 2.2651
Epoch: 002/100 | Batch 0011/0043 | Averaged Loss: 2.2580
Epoch: 002/100 | Batch 0012/0043 | Averaged Loss: 2.2445
Epoch: 002/100 | Batch 0013/0043 | Averaged Loss: 2.2199
Epoch: 002/100 | Batch 0014/0043 | Averaged Loss: 2.1997
Epoch: 002/100 | Batch 0015/0043 | Averaged Loss: 2.1698
Epoch: 002/100 | Batch 0016/0043 | Averaged Loss: 2.1461
Epoch: 002/100 | Batch 0017/0043 | Averaged Loss: 2.2978
Epoch: 002/100 | Batch 0018/0043 | Averaged Loss: 4.6747
Epoch: 002/100 | Batch 0019/0043 | Averaged Loss: 2.3250
Epoch: 002/100 | Batch 0020/0043 | Averaged Loss: 2.3166
Epoch: 002/100 | Batch 0021/0043 | Averaged Loss: 2.3224
Epoch: 002/100 | Batch 0022/0043 | Averaged Loss: 2.3158
Epoch: 002/100 | Batch 0023/0043 | Averaged Loss: 2.3249
Epoch: 002/100 | Batch 0024/0043 | Averaged Loss: 2.3323
Epoch: 002/100 | Batch 0025/0043 | Averaged Loss: 2.3166
Epoch: 002/100 | Batch 0026/0043 | Averaged Loss: 2.3078
Epoch: 002/100 | Batch 0027/0043 | Averaged Loss: 2.3162
Epoch: 002/100 | Batch 0028/0043 | Averaged Loss: 2.3138
Epoch: 002/100 | Batch 0029/0043 | Averaged Loss: 2.2905
Epoch: 002/100 | Batch 0030/0043 | Averaged Loss: 2.3039
Epoch: 002/100 | Batch 0031/0043 | Averaged Loss: 2.2898
Epoch: 002/100 | Batch 0032/0043 | Averaged Loss: 2.2855
Epoch: 002/100 | Batch 0033/0043 | Averaged Loss: 2.3057
Epoch: 002/100 | Batch 0034/0043 | Averaged Loss: 2.3013
Epoch: 002/100 | Batch 0035/0043 | Averaged Loss: 2.3034
Epoch: 002/100 | Batch 0036/0043 | Averaged Loss: 2.3055
Epoch: 002/100 | Batch 0037/0043 | Averaged Loss: 2.3035
Epoch: 002/100 | Batch 0038/0043 | Averaged Loss: 2.3083
Epoch: 002/100 | Batch 0039/0043 | Averaged Loss: 2.3043
Epoch: 002/100 | Batch 0040/0043 | Averaged Loss: 2.2971
Epoch: 002/100 | Batch 0041/0043 | Averaged Loss: 2.2823
Epoch: 002/100 | Batch 0042/0043 | Averaged Loss: 2.3036
Epoch: 002/100 | Train: 10.07% | Validation: 9.81%
Time elapsed: 0.3341466188430786 min
Epoch: 003/100 | Batch 0000/0043 | Averaged Loss: 2.2947
Epoch: 003/100 | Batch 0001/0043 | Averaged Loss: 2.2997
Epoch: 003/100 | Batch 0002/0043 | Averaged Loss: 2.2863
Epoch: 003/100 | Batch 0003/0043 | Averaged Loss: 2.2891
Epoch: 003/100 | Batch 0004/0043 | Averaged Loss: 2.2718
Epoch: 003/100 | Batch 0005/0043 | Averaged Loss: 2.2754
Epoch: 003/100 | Batch 0006/0043 | Averaged Loss: 2.2777
Epoch: 003/100 | Batch 0007/0043 | Averaged Loss: 2.2703
Epoch: 003/100 | Batch 0008/0043 | Averaged Loss: 2.2515
Epoch: 003/100 | Batch 0009/0043 | Averaged Loss: 2.2718
Epoch: 003/100 | Batch 0010/0043 | Averaged Loss: 2.2873
Epoch: 003/100 | Batch 0011/0043 | Averaged Loss: 2.2894
Epoch: 003/100 | Batch 0012/0043 | Averaged Loss: 2.2918
Epoch: 003/100 | Batch 0013/0043 | Averaged Loss: 2.2723
Epoch: 003/100 | Batch 0014/0043 | Averaged Loss: 2.3186
Epoch: 003/100 | Batch 0015/0043 | Averaged Loss: 2.2852
Epoch: 003/100 | Batch 0016/0043 | Averaged Loss: 2.2967
Epoch: 003/100 | Batch 0017/0043 | Averaged Loss: 2.3046
Epoch: 003/100 | Batch 0018/0043 | Averaged Loss: 2.2967
Epoch: 003/100 | Batch 0019/0043 | Averaged Loss: 2.2893
Epoch: 003/100 | Batch 0020/0043 | Averaged Loss: 2.2505
Epoch: 003/100 | Batch 0021/0043 | Averaged Loss: 2.3065
Epoch: 003/100 | Batch 0022/0043 | Averaged Loss: 2.2392
Epoch: 003/100 | Batch 0023/0043 | Averaged Loss: 2.2472
Epoch: 003/100 | Batch 0024/0043 | Averaged Loss: 2.2442
Epoch: 003/100 | Batch 0025/0043 | Averaged Loss: 2.2382
Epoch: 003/100 | Batch 0026/0043 | Averaged Loss: 2.2493
Epoch: 003/100 | Batch 0027/0043 | Averaged Loss: 2.2384
Epoch: 003/100 | Batch 0028/0043 | Averaged Loss: 2.2336
Epoch: 003/100 | Batch 0029/0043 | Averaged Loss: 2.2184
Epoch: 003/100 | Batch 0030/0043 | Averaged Loss: 2.2121
Epoch: 003/100 | Batch 0031/0043 | Averaged Loss: 2.2790
Epoch: 003/100 | Batch 0032/0043 | Averaged Loss: 2.2521
Epoch: 003/100 | Batch 0033/0043 | Averaged Loss: 2.2776
Epoch: 003/100 | Batch 0034/0043 | Averaged Loss: 2.2603
Epoch: 003/100 | Batch 0035/0043 | Averaged Loss: 2.2128
Epoch: 003/100 | Batch 0036/0043 | Averaged Loss: 2.2778
Epoch: 003/100 | Batch 0037/0043 | Averaged Loss: 2.1916
Epoch: 003/100 | Batch 0038/0043 | Averaged Loss: 2.2074
Epoch: 003/100 | Batch 0039/0043 | Averaged Loss: 2.2164
Epoch: 003/100 | Batch 0040/0043 | Averaged Loss: 2.1899
Epoch: 003/100 | Batch 0041/0043 | Averaged Loss: 2.1916
Epoch: 003/100 | Batch 0042/0043 | Averaged Loss: 2.1947
Epoch: 003/100 | Train: 16.02% | Validation: 16.09%
Time elapsed: 0.4723271429538727 min
Epoch: 004/100 | Batch 0000/0043 | Averaged Loss: 2.2022
Epoch: 004/100 | Batch 0001/0043 | Averaged Loss: 2.1967
Epoch: 004/100 | Batch 0002/0043 | Averaged Loss: 2.1558
Epoch: 004/100 | Batch 0003/0043 | Averaged Loss: 2.2138
Epoch: 004/100 | Batch 0004/0043 | Averaged Loss: 2.1868
Epoch: 004/100 | Batch 0005/0043 | Averaged Loss: 2.2079
Epoch: 004/100 | Batch 0006/0043 | Averaged Loss: 2.1507
Epoch: 004/100 | Batch 0007/0043 | Averaged Loss: 2.2324
Epoch: 004/100 | Batch 0008/0043 | Averaged Loss: 2.1787
Epoch: 004/100 | Batch 0009/0043 | Averaged Loss: 2.2185
Epoch: 004/100 | Batch 0010/0043 | Averaged Loss: 2.1523
Epoch: 004/100 | Batch 0011/0043 | Averaged Loss: 2.2132
Epoch: 004/100 | Batch 0012/0043 | Averaged Loss: 2.1837
Epoch: 004/100 | Batch 0013/0043 | Averaged Loss: 2.2371
Epoch: 004/100 | Batch 0014/0043 | Averaged Loss: 2.1700
Epoch: 004/100 | Batch 0015/0043 | Averaged Loss: 2.1540
Epoch: 004/100 | Batch 0016/0043 | Averaged Loss: 2.2121
Epoch: 004/100 | Batch 0017/0043 | Averaged Loss: 2.1854
Epoch: 004/100 | Batch 0018/0043 | Averaged Loss: 2.2246
Epoch: 004/100 | Batch 0019/0043 | Averaged Loss: 2.1653
Epoch: 004/100 | Batch 0020/0043 | Averaged Loss: 2.1727
Epoch: 004/100 | Batch 0021/0043 | Averaged Loss: 2.1133
Epoch: 004/100 | Batch 0022/0043 | Averaged Loss: 2.1325
Epoch: 004/100 | Batch 0023/0043 | Averaged Loss: 2.1199
Epoch: 004/100 | Batch 0024/0043 | Averaged Loss: 2.1012
Epoch: 004/100 | Batch 0025/0043 | Averaged Loss: 2.0812
Epoch: 004/100 | Batch 0026/0043 | Averaged Loss: 2.1090
Epoch: 004/100 | Batch 0027/0043 | Averaged Loss: 2.0950
Epoch: 004/100 | Batch 0028/0043 | Averaged Loss: 2.1409
Epoch: 004/100 | Batch 0029/0043 | Averaged Loss: 2.5111
Epoch: 004/100 | Batch 0030/0043 | Averaged Loss: 2.4014
Epoch: 004/100 | Batch 0031/0043 | Averaged Loss: 2.3983
Epoch: 004/100 | Batch 0032/0043 | Averaged Loss: 2.3541
Epoch: 004/100 | Batch 0033/0043 | Averaged Loss: 2.5588
Epoch: 004/100 | Batch 0034/0043 | Averaged Loss: 2.4001
Epoch: 004/100 | Batch 0035/0043 | Averaged Loss: 2.3195
Epoch: 004/100 | Batch 0036/0043 | Averaged Loss: 2.3428
Epoch: 004/100 | Batch 0037/0043 | Averaged Loss: 2.3575
Epoch: 004/100 | Batch 0038/0043 | Averaged Loss: 2.4068
Epoch: 004/100 | Batch 0039/0043 | Averaged Loss: 2.3729
Epoch: 004/100 | Batch 0040/0043 | Averaged Loss: 2.3236
Epoch: 004/100 | Batch 0041/0043 | Averaged Loss: 2.6105
Epoch: 004/100 | Batch 0042/0043 | Averaged Loss: 2.3899
Epoch: 004/100 | Train: 10.00% | Validation: 10.01%
Time elapsed: 0.6099147200584412 min
Epoch: 005/100 | Batch 0000/0043 | Averaged Loss: 2.3700
Epoch: 005/100 | Batch 0001/0043 | Averaged Loss: 2.3104
Epoch: 005/100 | Batch 0002/0043 | Averaged Loss: 2.5534
Epoch: 005/100 | Batch 0003/0043 | Averaged Loss: 2.3702
Epoch: 005/100 | Batch 0004/0043 | Averaged Loss: 2.3652
Epoch: 005/100 | Batch 0005/0043 | Averaged Loss: 2.3493
Epoch: 005/100 | Batch 0006/0043 | Averaged Loss: 2.3513
Epoch: 005/100 | Batch 0007/0043 | Averaged Loss: 2.3537
Epoch: 005/100 | Batch 0008/0043 | Averaged Loss: 2.3439
Epoch: 005/100 | Batch 0009/0043 | Averaged Loss: 2.3224
Epoch: 005/100 | Batch 0010/0043 | Averaged Loss: 2.2954
Epoch: 005/100 | Batch 0011/0043 | Averaged Loss: 2.2968
Epoch: 005/100 | Batch 0012/0043 | Averaged Loss: 2.3181
Epoch: 005/100 | Batch 0013/0043 | Averaged Loss: 2.3048
Epoch: 005/100 | Batch 0014/0043 | Averaged Loss: 2.2786
Epoch: 005/100 | Batch 0015/0043 | Averaged Loss: 2.2802
Epoch: 005/100 | Batch 0016/0043 | Averaged Loss: 2.2681
Epoch: 005/100 | Batch 0017/0043 | Averaged Loss: 2.2538
Epoch: 005/100 | Batch 0018/0043 | Averaged Loss: 2.2425
Epoch: 005/100 | Batch 0019/0043 | Averaged Loss: 2.2279
Epoch: 005/100 | Batch 0020/0043 | Averaged Loss: 2.2557
Epoch: 005/100 | Batch 0021/0043 | Averaged Loss: 2.2258
Epoch: 005/100 | Batch 0022/0043 | Averaged Loss: 2.4242
Epoch: 005/100 | Batch 0023/0043 | Averaged Loss: 2.3081
Epoch: 005/100 | Batch 0024/0043 | Averaged Loss: 2.3041
Epoch: 005/100 | Batch 0025/0043 | Averaged Loss: 2.3049
Epoch: 005/100 | Batch 0026/0043 | Averaged Loss: 2.3031
Epoch: 005/100 | Batch 0027/0043 | Averaged Loss: 2.2848
Epoch: 005/100 | Batch 0028/0043 | Averaged Loss: 2.2918
Epoch: 005/100 | Batch 0029/0043 | Averaged Loss: 2.2876
Epoch: 005/100 | Batch 0030/0043 | Averaged Loss: 2.2913
Epoch: 005/100 | Batch 0031/0043 | Averaged Loss: 2.2759
Epoch: 005/100 | Batch 0032/0043 | Averaged Loss: 2.2892
Epoch: 005/100 | Batch 0033/0043 | Averaged Loss: 2.2778
Epoch: 005/100 | Batch 0034/0043 | Averaged Loss: 2.2675
Epoch: 005/100 | Batch 0035/0043 | Averaged Loss: 2.3060
Epoch: 005/100 | Batch 0036/0043 | Averaged Loss: 2.2811
Epoch: 005/100 | Batch 0037/0043 | Averaged Loss: 2.2838
Epoch: 005/100 | Batch 0038/0043 | Averaged Loss: 2.2858
Epoch: 005/100 | Batch 0039/0043 | Averaged Loss: 2.2821
Epoch: 005/100 | Batch 0040/0043 | Averaged Loss: 2.2734
Epoch: 005/100 | Batch 0041/0043 | Averaged Loss: 2.2726
Epoch: 005/100 | Batch 0042/0043 | Averaged Loss: 2.2574
Epoch: 005/100 | Train: 15.43% | Validation: 15.43%
Time elapsed: 0.7481117248535156 min
Epoch: 006/100 | Batch 0000/0043 | Averaged Loss: 2.2462
Epoch: 006/100 | Batch 0001/0043 | Averaged Loss: 2.2523
Epoch: 006/100 | Batch 0002/0043 | Averaged Loss: 2.2922
Epoch: 006/100 | Batch 0003/0043 | Averaged Loss: 2.2672
Epoch: 006/100 | Batch 0004/0043 | Averaged Loss: 2.3087
Epoch: 006/100 | Batch 0005/0043 | Averaged Loss: 2.2801
Epoch: 006/100 | Batch 0006/0043 | Averaged Loss: 2.2322
Epoch: 006/100 | Batch 0007/0043 | Averaged Loss: 3.7196
Epoch: 006/100 | Batch 0008/0043 | Averaged Loss: 2.2868
Epoch: 006/100 | Batch 0009/0043 | Averaged Loss: 2.7350
Epoch: 006/100 | Batch 0010/0043 | Averaged Loss: 2.3586
Epoch: 006/100 | Batch 0011/0043 | Averaged Loss: 2.3537
Epoch: 006/100 | Batch 0012/0043 | Averaged Loss: 2.2920
Epoch: 006/100 | Batch 0013/0043 | Averaged Loss: 2.3364
Epoch: 006/100 | Batch 0014/0043 | Averaged Loss: 2.3005
Epoch: 006/100 | Batch 0015/0043 | Averaged Loss: 2.2673
Epoch: 006/100 | Batch 0016/0043 | Averaged Loss: 2.2849
Epoch: 006/100 | Batch 0017/0043 | Averaged Loss: 2.3385
Epoch: 006/100 | Batch 0018/0043 | Averaged Loss: 2.2993
Epoch: 006/100 | Batch 0019/0043 | Averaged Loss: 2.3118
Epoch: 006/100 | Batch 0020/0043 | Averaged Loss: 2.2939
Epoch: 006/100 | Batch 0021/0043 | Averaged Loss: 2.3011
Epoch: 006/100 | Batch 0022/0043 | Averaged Loss: 2.2775
Epoch: 006/100 | Batch 0023/0043 | Averaged Loss: 2.2908
Epoch: 006/100 | Batch 0024/0043 | Averaged Loss: 2.2908
Epoch: 006/100 | Batch 0025/0043 | Averaged Loss: 2.2414
Epoch: 006/100 | Batch 0026/0043 | Averaged Loss: 2.2667
Epoch: 006/100 | Batch 0027/0043 | Averaged Loss: 2.3102
Epoch: 006/100 | Batch 0028/0043 | Averaged Loss: 2.2946
Epoch: 006/100 | Batch 0029/0043 | Averaged Loss: 3.3560
Epoch: 006/100 | Batch 0030/0043 | Averaged Loss: 2.3480
Epoch: 006/100 | Batch 0031/0043 | Averaged Loss: 2.3427
Epoch: 006/100 | Batch 0032/0043 | Averaged Loss: 2.3764
Epoch: 006/100 | Batch 0033/0043 | Averaged Loss: 2.3334
Epoch: 006/100 | Batch 0034/0043 | Averaged Loss: 2.3512
Epoch: 006/100 | Batch 0035/0043 | Averaged Loss: 2.3020
Epoch: 006/100 | Batch 0036/0043 | Averaged Loss: 2.2648
Epoch: 006/100 | Batch 0037/0043 | Averaged Loss: 2.3330
Epoch: 006/100 | Batch 0038/0043 | Averaged Loss: 2.3227
Epoch: 006/100 | Batch 0039/0043 | Averaged Loss: 2.3040
Epoch: 006/100 | Batch 0040/0043 | Averaged Loss: 2.2870
Epoch: 006/100 | Batch 0041/0043 | Averaged Loss: 2.2905
Epoch: 006/100 | Batch 0042/0043 | Averaged Loss: 2.2720
Epoch: 006/100 | Train: 13.17% | Validation: 13.55%
Time elapsed: 0.8861919641494751 min
Epoch: 007/100 | Batch 0000/0043 | Averaged Loss: 2.2820
Epoch: 007/100 | Batch 0001/0043 | Averaged Loss: 2.2803
Epoch: 007/100 | Batch 0002/0043 | Averaged Loss: 2.2652
Epoch: 007/100 | Batch 0003/0043 | Averaged Loss: 2.2661
Epoch: 007/100 | Batch 0004/0043 | Averaged Loss: 2.2535
Epoch: 007/100 | Batch 0005/0043 | Averaged Loss: 2.3113
Epoch: 007/100 | Batch 0006/0043 | Averaged Loss: 2.3204
Epoch: 007/100 | Batch 0007/0043 | Averaged Loss: 2.3158
Epoch: 007/100 | Batch 0008/0043 | Averaged Loss: 2.3616
Epoch: 007/100 | Batch 0009/0043 | Averaged Loss: 2.2877
Epoch: 007/100 | Batch 0010/0043 | Averaged Loss: 2.2775
Epoch: 007/100 | Batch 0011/0043 | Averaged Loss: 2.3283
Epoch: 007/100 | Batch 0012/0043 | Averaged Loss: 2.2777
Epoch: 007/100 | Batch 0013/0043 | Averaged Loss: 2.8574
Epoch: 007/100 | Batch 0014/0043 | Averaged Loss: 2.3378
Epoch: 007/100 | Batch 0015/0043 | Averaged Loss: 2.3265
Epoch: 007/100 | Batch 0016/0043 | Averaged Loss: 2.4952
Epoch: 007/100 | Batch 0017/0043 | Averaged Loss: 2.3193
Epoch: 007/100 | Batch 0018/0043 | Averaged Loss: 2.3274
Epoch: 007/100 | Batch 0019/0043 | Averaged Loss: 2.3294
Epoch: 007/100 | Batch 0020/0043 | Averaged Loss: 2.3173
Epoch: 007/100 | Batch 0021/0043 | Averaged Loss: 2.3064
Epoch: 007/100 | Batch 0022/0043 | Averaged Loss: 2.3148
Epoch: 007/100 | Batch 0023/0043 | Averaged Loss: 2.3020
Epoch: 007/100 | Batch 0024/0043 | Averaged Loss: 2.3151
Epoch: 007/100 | Batch 0025/0043 | Averaged Loss: 2.3146
Epoch: 007/100 | Batch 0026/0043 | Averaged Loss: 2.3125
Epoch: 007/100 | Batch 0027/0043 | Averaged Loss: 2.3046
Epoch: 007/100 | Batch 0028/0043 | Averaged Loss: 2.3066
Epoch: 007/100 | Batch 0029/0043 | Averaged Loss: 2.3040
Epoch: 007/100 | Batch 0030/0043 | Averaged Loss: 2.3027
Epoch: 007/100 | Batch 0031/0043 | Averaged Loss: 2.3021
Epoch: 007/100 | Batch 0032/0043 | Averaged Loss: 2.2977
Epoch: 007/100 | Batch 0033/0043 | Averaged Loss: 2.2910
Epoch: 007/100 | Batch 0034/0043 | Averaged Loss: 2.2788
Epoch: 007/100 | Batch 0035/0043 | Averaged Loss: 2.2849
Epoch: 007/100 | Batch 0036/0043 | Averaged Loss: 2.2667
Epoch: 007/100 | Batch 0037/0043 | Averaged Loss: 2.2792
Epoch: 007/100 | Batch 0038/0043 | Averaged Loss: 2.2638
Epoch: 007/100 | Batch 0039/0043 | Averaged Loss: 2.2644
Epoch: 007/100 | Batch 0040/0043 | Averaged Loss: 2.2536
Epoch: 007/100 | Batch 0041/0043 | Averaged Loss: 2.2581
Epoch: 007/100 | Batch 0042/0043 | Averaged Loss: 2.2512
Epoch: 007/100 | Train: 16.21% | Validation: 17.14%
Time elapsed: 1.0239734649658203 min
Epoch: 008/100 | Batch 0000/0043 | Averaged Loss: 2.2415
Epoch: 008/100 | Batch 0001/0043 | Averaged Loss: 2.2581
Epoch: 008/100 | Batch 0002/0043 | Averaged Loss: 2.2295
Epoch: 008/100 | Batch 0003/0043 | Averaged Loss: 2.2246
Epoch: 008/100 | Batch 0004/0043 | Averaged Loss: 2.2203
Epoch: 008/100 | Batch 0005/0043 | Averaged Loss: 2.2246
Epoch: 008/100 | Batch 0006/0043 | Averaged Loss: 2.2204
Epoch: 008/100 | Batch 0007/0043 | Averaged Loss: 2.2087
Epoch: 008/100 | Batch 0008/0043 | Averaged Loss: 2.2316
Epoch: 008/100 | Batch 0009/0043 | Averaged Loss: 2.2043
Epoch: 008/100 | Batch 0010/0043 | Averaged Loss: 2.1899
Epoch: 008/100 | Batch 0011/0043 | Averaged Loss: 2.1959
Epoch: 008/100 | Batch 0012/0043 | Averaged Loss: 2.1911
Epoch: 008/100 | Batch 0013/0043 | Averaged Loss: 2.1870
Epoch: 008/100 | Batch 0014/0043 | Averaged Loss: 2.1653
Epoch: 008/100 | Batch 0015/0043 | Averaged Loss: 2.1665
Epoch: 008/100 | Batch 0016/0043 | Averaged Loss: 2.1556
Epoch: 008/100 | Batch 0017/0043 | Averaged Loss: 2.1608
Epoch: 008/100 | Batch 0018/0043 | Averaged Loss: 2.1635
Epoch: 008/100 | Batch 0019/0043 | Averaged Loss: 2.1543
Epoch: 008/100 | Batch 0020/0043 | Averaged Loss: 2.1457
Epoch: 008/100 | Batch 0021/0043 | Averaged Loss: 2.1545
Epoch: 008/100 | Batch 0022/0043 | Averaged Loss: 2.1414
Epoch: 008/100 | Batch 0023/0043 | Averaged Loss: 2.1201
Epoch: 008/100 | Batch 0024/0043 | Averaged Loss: 2.0960
Epoch: 008/100 | Batch 0025/0043 | Averaged Loss: 2.1238
Epoch: 008/100 | Batch 0026/0043 | Averaged Loss: 2.1075
Epoch: 008/100 | Batch 0027/0043 | Averaged Loss: 2.1089
Epoch: 008/100 | Batch 0028/0043 | Averaged Loss: 2.0987
Epoch: 008/100 | Batch 0029/0043 | Averaged Loss: 2.0758
Epoch: 008/100 | Batch 0030/0043 | Averaged Loss: 2.1402
Epoch: 008/100 | Batch 0031/0043 | Averaged Loss: 2.2145
Epoch: 008/100 | Batch 0032/0043 | Averaged Loss: 2.1254
Epoch: 008/100 | Batch 0033/0043 | Averaged Loss: 2.2918
Epoch: 008/100 | Batch 0034/0043 | Averaged Loss: 2.2918
Epoch: 008/100 | Batch 0035/0043 | Averaged Loss: 2.3419
Epoch: 008/100 | Batch 0036/0043 | Averaged Loss: 2.3683
Epoch: 008/100 | Batch 0037/0043 | Averaged Loss: 2.3129
Epoch: 008/100 | Batch 0038/0043 | Averaged Loss: 2.2987
Epoch: 008/100 | Batch 0039/0043 | Averaged Loss: 2.2265
Epoch: 008/100 | Batch 0040/0043 | Averaged Loss: 2.2614
Epoch: 008/100 | Batch 0041/0043 | Averaged Loss: 2.2262
Epoch: 008/100 | Batch 0042/0043 | Averaged Loss: 2.2381
Epoch: 008/100 | Train: 17.04% | Validation: 16.80%
Time elapsed: 1.1615995168685913 min
Epoch: 009/100 | Batch 0000/0043 | Averaged Loss: 2.1610
Epoch: 009/100 | Batch 0001/0043 | Averaged Loss: 2.2573
Epoch: 009/100 | Batch 0002/0043 | Averaged Loss: 2.1756
Epoch: 009/100 | Batch 0003/0043 | Averaged Loss: 2.2611
Epoch: 009/100 | Batch 0004/0043 | Averaged Loss: 2.1912
Epoch: 009/100 | Batch 0005/0043 | Averaged Loss: 2.1912
Epoch: 009/100 | Batch 0006/0043 | Averaged Loss: 2.1665
Epoch: 009/100 | Batch 0007/0043 | Averaged Loss: 2.1480
Epoch: 009/100 | Batch 0008/0043 | Averaged Loss: 2.1561
Epoch: 009/100 | Batch 0009/0043 | Averaged Loss: 2.1446
Epoch: 009/100 | Batch 0010/0043 | Averaged Loss: 2.1172
Epoch: 009/100 | Batch 0011/0043 | Averaged Loss: 2.1062
Epoch: 009/100 | Batch 0012/0043 | Averaged Loss: 2.1059
Epoch: 009/100 | Batch 0013/0043 | Averaged Loss: 2.1041
Epoch: 009/100 | Batch 0014/0043 | Averaged Loss: 2.1439
Epoch: 009/100 | Batch 0015/0043 | Averaged Loss: 2.0922
Epoch: 009/100 | Batch 0016/0043 | Averaged Loss: 2.0804
Epoch: 009/100 | Batch 0017/0043 | Averaged Loss: 2.0614
Epoch: 009/100 | Batch 0018/0043 | Averaged Loss: 2.0695
Epoch: 009/100 | Batch 0019/0043 | Averaged Loss: 2.0626
Epoch: 009/100 | Batch 0020/0043 | Averaged Loss: 2.0489
Epoch: 009/100 | Batch 0021/0043 | Averaged Loss: 2.0698
Epoch: 009/100 | Batch 0022/0043 | Averaged Loss: 2.0694
Epoch: 009/100 | Batch 0023/0043 | Averaged Loss: 2.0610
Epoch: 009/100 | Batch 0024/0043 | Averaged Loss: 2.0868
Epoch: 009/100 | Batch 0025/0043 | Averaged Loss: 2.0571
Epoch: 009/100 | Batch 0026/0043 | Averaged Loss: 2.0618
Epoch: 009/100 | Batch 0027/0043 | Averaged Loss: 2.0648
